id,key,type,value
357567503,feature_id,gnis,2473190
357567506,ele,regular,757
357567506,name,regular,The Church of Jesus Christ of Latter-day Saints
357567506,amenity,regular,place_of_worship
357567506,religion,regular,christian
357567506,denomination,regular,mormon
357567506,created,gnis,07/16/2008
357567506,state_id,gnis,32
357567506,county_id,gnis,003
357567506,feature_id,gnis,2473191
357567509,ele,regular,581
357567509,name,regular,The Church of Jesus Christ of Latter-day Saints
357567509,amenity,regular,place_of_worship
357567509,religion,regular,christian
357567509,denomination,regular,mormon
357567509,created,gnis,07/16/2008
357567509,state_id,gnis,32
357567509,county_id,gnis,003
357567509,feature_id,gnis,2473192
357567512,ele,regular,583
357567512,name,regular,The Church of Jesus Christ of Latter-day Saints
357567512,amenity,regular,place_of_worship
357567512,religion,regular,christian
357567512,denomination,regular,mormon
357567512,created,gnis,07/16/2008
357567512,state_id,gnis,32
357567512,county_id,gnis,003
357567512,feature_id,gnis,2473193
357567516,ele,regular,628
357567516,name,regular,The Church of Jesus Christ of Latter-day Saints
357567516,amenity,regular,place_of_worship
357567516,religion,regular,christian
357567516,denomination,regular,mormon
357567516,created,gnis,07/16/2008
357567516,state_id,gnis,32
357567516,county_id,gnis,003
357567516,feature_id,gnis,2473194
357567527,ele,regular,551
357567527,name,regular,The Church of Jesus Christ of Latter-day Saints
357567527,amenity,regular,place_of_worship
357567527,religion,regular,christian
357567527,denomination,regular,mormon
357567527,created,gnis,07/16/2008
357567527,state_id,gnis,32
357567527,county_id,gnis,003
357567527,feature_id,gnis,2473195
357567533,ele,regular,613
357567540,ele,regular,692
357567540,name,regular,The First Korean Baptist Church
357567540,amenity,regular,place_of_worship
357567540,religion,regular,christian
357567540,denomination,regular,baptist
357567540,created,gnis,07/16/2008
357567540,state_id,gnis,32
357567540,county_id,gnis,003
357567540,feature_id,gnis,2473199
357567543,ele,regular,589
357567543,name,regular,The Four Seasons Community Church
357567543,amenity,regular,place_of_worship
357567543,religion,regular,christian
357567543,created,gnis,07/16/2008
357567543,state_id,gnis,32
357567543,county_id,gnis,003
357567543,feature_id,gnis,2473200
357567547,ele,regular,550
357567547,name,regular,The Good Samaritan Worship and Training Center
357567547,amenity,regular,place_of_worship
357567547,religion,regular,christian
357567547,denomination,regular,baptist
357567547,created,gnis,07/16/2008
357567547,state_id,gnis,32
357567547,county_id,gnis,003
357567547,feature_id,gnis,2473201
357567550,ele,regular,721
357567550,name,regular,The Potters House
357567550,amenity,regular,place_of_worship
357567550,religion,regular,christian
357567550,created,gnis,07/16/2008
357567550,state_id,gnis,32
357567550,county_id,gnis,003
357567550,feature_id,gnis,2473202
357567553,ele,regular,688
357567553,name,regular,The Potters Place
357567553,amenity,regular,place_of_worship
357567553,religion,regular,christian
357567553,created,gnis,07/16/2008
357567553,state_id,gnis,32
357567553,county_id,gnis,003
357567553,feature_id,gnis,2473203
357567556,ele,regular,618
357567556,name,regular,The True Vine Missionary Baptist Church
357567556,amenity,regular,place_of_worship
357567556,religion,regular,christian
357567556,denomination,regular,baptist
357567556,created,gnis,07/16/2008
357567556,state_id,gnis,32
357567556,county_id,gnis,003
357567556,feature_id,gnis,2473204
357567563,ele,regular,663
357567563,name,regular,Thomas Paine Church of God
357567563,amenity,regular,place_of_worship
357567563,religion,regular,christian
357567563,created,gnis,07/16/2008
357567563,state_id,gnis,32
357567563,county_id,gnis,003
357567563,feature_id,gnis,2473206
357567568,ele,regular,591
357567568,name,regular,Thy Word International Fellowship of Churches
357567568,amenity,regular,place_of_worship
357567568,religion,regular,christian
357567568,created,gnis,07/16/2008
357567568,state_id,gnis,32
357567568,county_id,gnis,003
357567568,feature_id,gnis,2473207
357567571,ele,regular,684
357567571,name,regular,Thy Word Ministries
357567571,amenity,regular,place_of_worship
357567571,religion,regular,christian
357567571,created,gnis,07/16/2008
357567571,state_id,gnis,32
357567571,county_id,gnis,003
357567571,feature_id,gnis,2473208
357567574,ele,regular,627
357567574,name,regular,Trinity Church of God in Christ
357567574,amenity,regular,place_of_worship
357567574,religion,regular,christian
357567574,created,gnis,07/16/2008
357567574,state_id,gnis,32
357567574,county_id,gnis,003
357567574,feature_id,gnis,2473209
357567577,amenity,regular,place_of_worship
357567577,denomination,regular,pentecostal
357567577,ele,regular,613
357567577,county_id,gnis,003
357567577,created,gnis,07/16/2008
357567577,feature_id,gnis,2473210
357567577,state_id,gnis,32
357567577,name,regular,Trinity Life Center Assembly of God Church
357567577,religion,regular,christian
357567584,ele,regular,700
357567584,name,regular,Trinity United Methodist Church
357567584,amenity,regular,place_of_worship
357567584,religion,regular,christian
357567584,denomination,regular,methodist
357567584,created,gnis,07/16/2008
357567584,state_id,gnis,32
357567584,county_id,gnis,003
357567584,feature_id,gnis,2473212
357567592,ele,regular,611
357567592,name,regular,Tropicana Christian Fellowship Church
357567592,amenity,regular,place_of_worship
357567592,religion,regular,christian
357567592,created,gnis,07/16/2008
357567592,state_id,gnis,32
357567592,county_id,gnis,003
357567592,feature_id,gnis,2473213
357567602,ele,regular,621
357567602,name,regular,True Love Missionary Baptist Church
357567602,amenity,regular,place_of_worship
357567602,religion,regular,christian
357567602,denomination,regular,baptist
357567602,created,gnis,07/16/2008
357567602,state_id,gnis,32
357567602,county_id,gnis,003
357567602,feature_id,gnis,2473214
357567606,ele,regular,628
357567606,name,regular,True Word Interdenomination Church
357567606,amenity,regular,place_of_worship
357567606,religion,regular,christian
357567606,created,gnis,07/16/2008
357567606,state_id,gnis,32
357567606,county_id,gnis,003
357567606,feature_id,gnis,2473215
357567615,ele,regular,614
357567615,name,regular,Truth Christian Ministries
357567615,amenity,regular,place_of_worship
357567615,religion,regular,christian
357567615,created,gnis,07/16/2008
357567615,state_id,gnis,32
357567615,county_id,gnis,003
357567615,feature_id,gnis,2473216
357567624,name,regular,Unitarian Universalist Congregation of Las Vegas
357567624,phone,regular,702-437-2404
357567624,amenity,regular,place_of_worship
357567624,website,regular,http://www.uuclv.org/
357567624,religion,regular,unitarian_universalist
357567624,city,addr,Las Vegas
357567624,street,addr,East Lake Mead Boulevard
357567624,postcode,addr,89115
357567624,feature_id,gnis,2473217
357567624,housenumber,addr,3616
357567633,ele,regular,681
357567633,name,regular,United Pentecostal Gospel Lighthouse Church
357567633,amenity,regular,place_of_worship
357567633,religion,regular,christian
357567633,denomination,regular,pentecostal
357567633,created,gnis,07/16/2008
357567633,state_id,gnis,32
357567633,county_id,gnis,003
357567633,feature_id,gnis,2473219
357567636,ele,regular,537
357567636,name,regular,Unity Baptist Church
357567636,amenity,regular,place_of_worship
357567636,religion,regular,christian
357567636,denomination,regular,baptist
357567636,created,gnis,07/16/2008
357567636,state_id,gnis,32
357567636,county_id,gnis,003
357567636,feature_id,gnis,2473220
357567641,ele,regular,802
357567641,name,regular,Unity Church of the Desert
357567641,amenity,regular,place_of_worship
357567641,religion,regular,christian
357567641,created,gnis,07/16/2008
357567641,state_id,gnis,32
357567641,county_id,gnis,003
357567641,feature_id,gnis,2473221
357567645,ele,regular,716
357567645,name,regular,Adcock Playground
357567645,leisure,regular,park
357567645,created,gnis,07/16/2008
357567645,state_id,gnis,32
357567645,county_id,gnis,003
357567645,feature_id,gnis,2473248
357567661,ele,regular,773
357567661,name,regular,Ansan Park
357567661,leisure,regular,park
357567661,created,gnis,07/16/2008
357567661,state_id,gnis,32
357567661,county_id,gnis,003
357567661,feature_id,gnis,2473253
357567665,ele,regular,563
357567665,name,regular,Arroyo Grande Sports Complex
357567665,leisure,regular,park
357567665,created,gnis,07/16/2008
357567665,state_id,gnis,32
357567665,county_id,gnis,003
357567665,feature_id,gnis,2473254
357567668,ele,regular,613
357567668,name,regular,Baker Park
357567668,leisure,regular,park
357567668,created,gnis,07/16/2008
357567668,state_id,gnis,32
357567668,county_id,gnis,003
357567668,feature_id,gnis,2473255
357567671,ele,regular,613
357567671,name,regular,Baker Pool
357567671,leisure,regular,park
357567671,created,gnis,07/16/2008
357567671,state_id,gnis,32
357567671,county_id,gnis,003
357567671,feature_id,gnis,2473256
357567692,ele,regular,628
357567692,name,regular,Booker Playground
357567692,leisure,regular,park
357567692,created,gnis,07/16/2008
357567692,state_id,gnis,32
357567692,county_id,gnis,003
357567692,feature_id,gnis,2473262
357567699,ele,regular,559
357567699,name,regular,Bracken Playground
357567699,leisure,regular,park
357567699,created,gnis,07/16/2008
357567699,state_id,gnis,32
357567699,county_id,gnis,003
357567699,feature_id,gnis,2473264
357567702,ele,regular,694
357567702,name,regular,Brinley Pool
357567702,leisure,regular,park
357567702,created,gnis,07/16/2008
357567702,state_id,gnis,32
357567702,county_id,gnis,003
357567702,feature_id,gnis,2473265
357567706,ele,regular,581
357567706,name,regular,Brooks Tot Lot
357567706,leisure,regular,park
357567706,created,gnis,07/16/2008
357567706,state_id,gnis,32
357567706,county_id,gnis,003
357567706,feature_id,gnis,2473266
357567718,ele,regular,611
357567718,name,regular,Cannon School Park
357567718,leisure,regular,park
357567718,created,gnis,07/16/2008
357567718,state_id,gnis,32
357567718,county_id,gnis,003
357567718,feature_id,gnis,2473269
357567723,ele,regular,614
357567723,name,regular,Carson Playground
357567723,leisure,regular,park
357567723,created,gnis,07/16/2008
357567723,state_id,gnis,32
357567723,county_id,gnis,003
357567723,feature_id,gnis,2473270
357567726,ele,regular,672
357567726,name,regular,Cashman School Park
357567726,leisure,regular,park
357567726,created,gnis,07/16/2008
357567726,state_id,gnis,32
357567726,county_id,gnis,003
357567726,feature_id,gnis,2473271
357567730,ele,regular,692
357567730,name,regular,Charleston Heights Park
357567730,leisure,regular,park
357567730,created,gnis,07/16/2008
357567730,state_id,gnis,32
357567730,county_id,gnis,003
357567730,feature_id,gnis,2473272
357567733,ele,regular,696
357567733,name,regular,Charleston Heights Park
357567733,leisure,regular,park
357567733,created,gnis,07/16/2008
357567733,state_id,gnis,32
357567733,county_id,gnis,003
357567733,feature_id,gnis,2473273
357567737,ele,regular,624
357567737,name,regular,Chester Stupak Park
357567737,leisure,regular,park
357567737,created,gnis,07/16/2008
357567737,state_id,gnis,32
357567737,county_id,gnis,003
357567737,feature_id,gnis,2473274
357567744,ele,regular,700
357567744,name,regular,Childrens Memorial Park
357567744,leisure,regular,park
357567744,created,gnis,07/16/2008
357567744,state_id,gnis,32
357567744,county_id,gnis,003
357567744,feature_id,gnis,2473276
357567748,ele,regular,735
357567748,name,regular,Cimarron Rose Park
357567748,leisure,regular,park
357567748,created,gnis,07/16/2008
357567748,state_id,gnis,32
357567748,county_id,gnis,003
357567748,feature_id,gnis,2473277
357567755,ele,regular,706
357567755,name,regular,Coleman Park
357567755,leisure,regular,park
357567755,created,gnis,07/16/2008
357567755,state_id,gnis,32
357567755,county_id,gnis,003
357567755,feature_id,gnis,2473279
357567768,ele,regular,659
357567768,name,regular,Cragin Pool
357567768,leisure,regular,park
357567768,created,gnis,07/16/2008
357567768,state_id,gnis,32
357567768,county_id,gnis,003
357567768,feature_id,gnis,2473282
357567773,ele,regular,696
357567773,name,regular,Culley Playground
357567773,leisure,regular,park
357567773,created_by,regular,Potlatch 0.10f
357567773,created,gnis,07/16/2008
357567773,state_id,gnis,32
357567773,county_id,gnis,003
357567773,feature_id,gnis,2473283
357567789,ele,regular,524
357567789,name,regular,Desert Inn Estates Island Park
357567789,leisure,regular,park
357567789,created,gnis,07/16/2008
357567789,state_id,gnis,32
357567789,county_id,gnis,003
357567789,feature_id,gnis,2473287
357567792,ele,regular,525
357567792,name,regular,Desert Inn Pool
357567792,leisure,regular,park
357567792,created,gnis,07/16/2008
357567792,state_id,gnis,32
357567792,county_id,gnis,003
357567792,feature_id,gnis,2473288
357567798,ele,regular,623
357567798,name,regular,Doolittle Park
357567798,leisure,regular,park
357567798,created,gnis,07/16/2008
357567798,state_id,gnis,32
357567798,county_id,gnis,003
357567798,feature_id,gnis,2473290
357567801,ele,regular,624
357567801,name,regular,Doolittle Pool
357567801,leisure,regular,park
357567801,created,gnis,07/16/2008
357567801,state_id,gnis,32
357567801,county_id,gnis,003
357567801,feature_id,gnis,2473291
357567807,ele,regular,730
357567807,name,regular,Durango School Park
357567807,leisure,regular,park
357567807,created,gnis,07/16/2008
357567807,state_id,gnis,32
357567807,county_id,gnis,003
357567807,feature_id,gnis,2473293
357567816,ele,regular,538
357567816,name,regular,Edwards Playground
357567816,leisure,regular,park
357567816,created,gnis,07/16/2008
357567816,state_id,gnis,32
357567816,county_id,gnis,003
357567816,feature_id,gnis,2473296
357567832,ele,regular,665
357567832,name,regular,Essex Park
357567832,leisure,regular,park
357567832,created,gnis,07/16/2008
357567832,state_id,gnis,32
357567832,county_id,gnis,003
357567832,feature_id,gnis,2473300
357567835,ele,regular,619
357567835,name,regular,Ethel Pearson Park
357567835,leisure,regular,park
357567835,created,gnis,07/16/2008
357567835,state_id,gnis,32
357567835,county_id,gnis,003
357567835,feature_id,gnis,2473301
357567838,ele,regular,620
357567838,name,regular,Fitzgeralds Tot Lot
357567838,leisure,regular,park
357567838,created,gnis,07/16/2008
357567838,state_id,gnis,32
357567838,county_id,gnis,003
357567838,feature_id,gnis,2473302
357567847,ele,regular,715
357567847,name,regular,Garside Community School Park
357567847,leisure,regular,park
357567847,created,gnis,07/16/2008
357567847,state_id,gnis,32
357567847,county_id,gnis,003
357567847,feature_id,gnis,2473304
357567850,ele,regular,715
357567850,name,regular,Garside Pool
357567850,leisure,regular,park
357567850,created,gnis,07/16/2008
357567850,state_id,gnis,32
357567850,county_id,gnis,003
357567850,feature_id,gnis,2473305
357567871,ele,regular,617
357567871,name,regular,Green Valley Park
357567871,leisure,regular,park
357567871,created,gnis,07/16/2008
357567871,state_id,gnis,32
357567871,county_id,gnis,003
357567871,feature_id,gnis,2473311
357567874,ele,regular,663
357567874,name,regular,Griffith Park
357567874,leisure,regular,park
357567874,created,gnis,07/16/2008
357567874,state_id,gnis,32
357567874,county_id,gnis,003
357567874,feature_id,gnis,2473312
357567878,ele,regular,558
357567878,name,regular,Hadland Pool
357567878,leisure,regular,park
357567878,created,gnis,07/16/2008
357567878,state_id,gnis,32
357567878,county_id,gnis,003
357567878,feature_id,gnis,2473314
357567893,ele,regular,698
357567893,name,regular,Heers Park
357567893,leisure,regular,park
357567893,created,gnis,07/16/2008
357567893,state_id,gnis,32
357567893,county_id,gnis,003
357567893,feature_id,gnis,2473319
357567903,ele,regular,567
357567903,name,regular,Hewetson Playground
357567903,leisure,regular,park
357567903,created,gnis,07/16/2008
357567903,state_id,gnis,32
357567903,county_id,gnis,003
357567903,feature_id,gnis,2473322
357567909,ele,regular,796
357567909,name,regular,Hills Park
357567909,leisure,regular,park
357567909,created,gnis,07/16/2008
357567909,state_id,gnis,32
357567909,county_id,gnis,003
357567909,feature_id,gnis,2473324
357567913,ele,regular,632
357567913,name,regular,Hoggard Playground
357567913,leisure,regular,park
357567913,created,gnis,07/16/2008
357567913,state_id,gnis,32
357567913,county_id,gnis,003
357567913,feature_id,gnis,2473325
357567917,ele,regular,607
357567917,name,regular,Huntridge Circle Park
357567917,leisure,regular,park
357567917,created,gnis,07/16/2008
357567917,state_id,gnis,32
357567917,county_id,gnis,003
357567917,feature_id,gnis,2473326
357567941,ele,regular,613
357567941,name,regular,John S Park Elementary School Park
357567941,leisure,regular,park
357567941,created,gnis,07/16/2008
357567941,state_id,gnis,32
357567941,county_id,gnis,003
357567941,feature_id,gnis,2473333
357567944,ele,regular,770
357567944,name,regular,Johnson Community School Park
357567944,leisure,regular,park
357567944,created,gnis,07/16/2008
357567944,state_id,gnis,32
357567944,county_id,gnis,003
357567944,feature_id,gnis,2473334
357567972,ele,regular,845
357567972,name,regular,Lone Mountain Park
357567972,leisure,regular,park
357567972,created,gnis,07/16/2008
357567972,state_id,gnis,32
357567972,county_id,gnis,003
357567972,feature_id,gnis,2473342
357567975,ele,regular,589
357567975,name,regular,Lorin Williams Pool
357567975,leisure,regular,park
357567975,created,gnis,07/16/2008
357567975,state_id,gnis,32
357567975,county_id,gnis,003
357567975,feature_id,gnis,2473343
357567984,ele,regular,622
357567984,name,regular,Madison Playground
357567984,leisure,regular,park
357567984,created,gnis,07/16/2008
357567984,state_id,gnis,32
357567984,county_id,gnis,003
357567984,feature_id,gnis,2473346
357567991,ele,regular,613
357567991,name,regular,Mark Dutton Park
357567991,leisure,regular,park
357567991,created,gnis,07/16/2008
357567991,state_id,gnis,32
357567991,county_id,gnis,003
357567991,feature_id,gnis,2473348
357567994,ele,regular,524
357567994,name,regular,Maslow Pool
357567994,leisure,regular,park
357567994,created,gnis,07/16/2008
357567994,state_id,gnis,32
357567994,county_id,gnis,003
357567994,feature_id,gnis,2473349
357567997,ele,regular,678
357567997,name,regular,McWilliams Playground
357567997,leisure,regular,park
357567997,created,gnis,07/16/2008
357567997,state_id,gnis,32
357567997,county_id,gnis,003
357567997,feature_id,gnis,2473350
357568005,ele,regular,568
357568005,name,regular,Miller Playground
357568005,leisure,regular,park
357568005,created,gnis,07/16/2008
357568005,state_id,gnis,32
357568005,county_id,gnis,003
357568005,feature_id,gnis,2473352
357568007,ele,regular,704
357568007,name,regular,Mirabelli Park
357568007,leisure,regular,park
357568007,created,gnis,07/16/2008
357568007,state_id,gnis,32
357568007,county_id,gnis,003
357568007,feature_id,gnis,2473353
357568021,ele,regular,586
357568021,name,regular,Morrel Park
357568021,leisure,regular,park
357568021,created,gnis,07/16/2008
357568021,state_id,gnis,32
357568021,county_id,gnis,003
357568021,feature_id,gnis,2473357
357568050,ele,regular,599
357568050,name,regular,Paradise Pool
357568050,leisure,regular,park
357568050,created,gnis,07/16/2008
357568050,state_id,gnis,32
357568050,county_id,gnis,003
357568050,feature_id,gnis,2473366
357568054,ele,regular,539
357568054,name,regular,Parkdale Park
357568054,leisure,regular,park
357568054,created,gnis,07/16/2008
357568054,state_id,gnis,32
357568054,county_id,gnis,003
357568054,feature_id,gnis,2473367
357568056,ele,regular,539
357568056,name,regular,Parkdale Pool
357568056,leisure,regular,park
357568056,created,gnis,07/16/2008
357568056,state_id,gnis,32
357568056,county_id,gnis,003
357568056,feature_id,gnis,2473368
357568059,ele,regular,612
357568059,name,regular,Parks Playground
357568059,leisure,regular,park
357568059,created,gnis,07/16/2008
357568059,state_id,gnis,32
357568059,county_id,gnis,003
357568059,feature_id,gnis,2473369
357568086,ele,regular,750
357568086,name,regular,Pueblo Park
357568086,leisure,regular,park
357568086,created,gnis,07/16/2008
357568086,state_id,gnis,32
357568086,county_id,gnis,003
357568086,feature_id,gnis,2473377
357568095,ele,regular,695
357568095,name,regular,Red Rock Playground
357568095,leisure,regular,park
357568095,created,gnis,07/16/2008
357568095,state_id,gnis,32
357568095,county_id,gnis,003
357568095,feature_id,gnis,2473380
357568098,ele,regular,720
357568098,name,regular,Regional Park
357568098,leisure,regular,park
357568098,created,gnis,07/16/2008
357568098,state_id,gnis,32
357568098,county_id,gnis,003
357568098,feature_id,gnis,2473381
357568101,ele,regular,582
357568101,name,regular,Richard Walpole Senior Citizens Park
357568101,leisure,regular,park
357568101,created,gnis,07/16/2008
357568101,state_id,gnis,32
357568101,county_id,gnis,003
357568101,feature_id,gnis,2473382
357568111,ele,regular,552
357568111,name,regular,Ronnow Playground
357568111,leisure,regular,park
357568111,created,gnis,07/16/2008
357568111,state_id,gnis,32
357568111,county_id,gnis,003
357568111,feature_id,gnis,2473385
357568115,ele,regular,683
357568115,name,regular,Ronzone Playground
357568115,leisure,regular,park
357568115,created,gnis,07/16/2008
357568115,state_id,gnis,32
357568115,county_id,gnis,003
357568115,feature_id,gnis,2473386
357568121,ele,regular,566
357568121,name,regular,Rotary Tot Lot
357568121,leisure,regular,park
357568121,created,gnis,07/16/2008
357568121,state_id,gnis,32
357568121,county_id,gnis,003
357568121,feature_id,gnis,2473388
357568132,ele,regular,481
357568132,name,regular,Silver Bowl Park
357568132,leisure,regular,park
357568132,created,gnis,07/16/2008
357568132,state_id,gnis,32
357568132,county_id,gnis,003
357568132,feature_id,gnis,2473391
357568140,ele,regular,598
357568140,name,regular,Silver Springs Park
357568140,leisure,regular,park
357568140,created,gnis,07/16/2008
357568140,state_id,gnis,32
357568140,county_id,gnis,003
357568140,feature_id,gnis,2473392
357568145,ele,regular,599
357568145,name,regular,Silver Springs Pool
357568145,leisure,regular,park
357568145,created,gnis,07/16/2008
357568145,state_id,gnis,32
357568145,county_id,gnis,003
357568145,feature_id,gnis,2473393
357568150,ele,regular,750
357568150,name,regular,Smith Playground
357568150,leisure,regular,park
357568150,created,gnis,07/16/2008
357568150,state_id,gnis,32
357568150,county_id,gnis,003
357568150,feature_id,gnis,2473394
357568160,ele,regular,547
357568160,name,regular,Sunrise Pool
357568160,leisure,regular,park
357568160,created,gnis,07/16/2008
357568160,state_id,gnis,32
357568160,county_id,gnis,003
357568160,feature_id,gnis,2473396
357568165,ele,regular,617
357568165,name,regular,Sunset Pool
357568165,leisure,regular,park
357568165,created,gnis,07/16/2008
357568165,state_id,gnis,32
357568165,county_id,gnis,003
357568165,feature_id,gnis,2473398
357568176,ele,regular,558
357568176,name,regular,Tom Williams Park
357568176,leisure,regular,park
357568176,created,gnis,07/16/2008
357568176,state_id,gnis,32
357568176,county_id,gnis,003
357568176,feature_id,gnis,2473400
357568196,ele,regular,804
357568196,name,regular,Trent Park
357568196,leisure,regular,park
357568196,created,gnis,07/16/2008
357568196,state_id,gnis,32
357568196,county_id,gnis,003
357568196,feature_id,gnis,2473404
357568211,ele,regular,558
357568211,name,regular,Von Tobel Pool
357568211,leisure,regular,park
357568211,created,gnis,07/16/2008
357568211,state_id,gnis,32
357568211,county_id,gnis,003
357568211,feature_id,gnis,2473409
357568215,ele,regular,558
357568215,name,regular,Von Tobel School Park
357568215,leisure,regular,park
357568215,created,gnis,07/16/2008
357568215,state_id,gnis,32
357568215,county_id,gnis,003
357568215,feature_id,gnis,2473410
357568218,ele,regular,710
357568218,name,regular,W Wayne Bunker Family Park
357568218,leisure,regular,park
357568218,created,gnis,07/16/2008
357568218,state_id,gnis,32
357568218,county_id,gnis,003
357568218,feature_id,gnis,2473411
357568225,ele,regular,633
357568225,name,regular,Walker Pool
357568225,leisure,regular,park
357568225,created,gnis,07/16/2008
357568225,state_id,gnis,32
357568225,county_id,gnis,003
357568225,feature_id,gnis,2473413
357568228,ele,regular,716
357568228,name,regular,Warren Playground
357568228,leisure,regular,park
357568228,created,gnis,07/16/2008
357568228,state_id,gnis,32
357568228,county_id,gnis,003
357568228,feature_id,gnis,2473414
357568230,ele,regular,505
357568230,name,regular,Wells Park
357568230,leisure,regular,park
357568230,created,gnis,07/16/2008
357568230,state_id,gnis,32
357568230,county_id,gnis,003
357568230,feature_id,gnis,2473415
357568234,ele,regular,505
357568234,name,regular,Wells Pool
357568234,leisure,regular,park
357568234,created,gnis,07/16/2008
357568234,state_id,gnis,32
357568234,county_id,gnis,003
357568234,feature_id,gnis,2473416
357568237,ele,regular,526
357568237,name,regular,Wengert School Park
357568237,leisure,regular,park
357568237,created,gnis,07/16/2008
357568237,state_id,gnis,32
357568244,ele,regular,550
357568244,name,regular,White School Park and Sports Field
357568244,leisure,regular,park
357568244,created,gnis,07/16/2008
357568244,state_id,gnis,32
357568244,county_id,gnis,003
357568244,feature_id,gnis,2473419
357568247,ele,regular,509
357568247,name,regular,Whitney Park
357568247,leisure,regular,park
357568247,created,gnis,07/16/2008
357568247,state_id,gnis,32
357568247,county_id,gnis,003
357568247,feature_id,gnis,2473420
357568249,ele,regular,510
357568249,name,regular,Whitney Pool
357568249,leisure,regular,park
357568249,created,gnis,07/16/2008
357568249,state_id,gnis,32
357568249,county_id,gnis,003
357568249,feature_id,gnis,2473421
357568253,ele,regular,686
357568253,name,regular,Wildwood Park
357568253,leisure,regular,park
357568253,created,gnis,07/16/2008
357568253,state_id,gnis,32
357568253,county_id,gnis,003
357568253,feature_id,gnis,2473422
357568263,ele,regular,727
357568263,name,regular,Woofter Park
357568263,leisure,regular,park
357568263,created,gnis,07/16/2008
357568263,state_id,gnis,32
357568263,county_id,gnis,003
357568263,feature_id,gnis,2473426
357568267,amenity,regular,post_office
357568267,ele,regular,706
357568267,county_id,gnis,003
357568267,created,gnis,07/16/2008
357568267,feature_id,gnis,2473427
357568267,state_id,gnis,32
357568267,name,regular,Crossroads Post Office
357568270,amenity,regular,post_office
357568270,ele,regular,583
357568270,county_id,gnis,003
357568270,created,gnis,07/16/2008
357568270,feature_id,gnis,2473428
357568270,state_id,gnis,32
357568270,name,regular,Desert Inn Post Office
357568273,ele,regular,704
357568273,name,regular,Emerald Post Office
357568273,amenity,regular,post_office
357568273,created,gnis,07/16/2008
357568273,state_id,gnis,32
357568273,county_id,gnis,003
357568273,feature_id,gnis,2473429
357568276,ele,regular,676
357568276,name,regular,Garside Post Office
357568276,amenity,regular,post_office
357568276,created,gnis,07/16/2008
357568276,state_id,gnis,32
357568276,county_id,gnis,003
357568276,feature_id,gnis,2473430
357568280,ele,regular,594
357568280,name,regular,Green Valley Post Office
357568280,amenity,regular,post_office
357568280,created,gnis,07/16/2008
357568280,state_id,gnis,32
357568280,county_id,gnis,003
357568280,feature_id,gnis,2473431
357568282,amenity,regular,post_office
357568282,ele,regular,627
357568282,county_id,gnis,003
357568282,created,gnis,07/16/2008
357568282,feature_id,gnis,2473432
357568282,state_id,gnis,32
357568282,name,regular,King Post Office
357568285,ele,regular,561
357568285,name,regular,Las Vegas Post Office Station Number 4
357568285,amenity,regular,post_office
357568285,created,gnis,07/16/2008
357568285,state_id,gnis,32
357568285,county_id,gnis,003
357568285,feature_id,gnis,2473433
357568289,ele,regular,628
357568289,name,regular,Meadow Mesa Post Office
357568289,amenity,regular,post_office
357568289,created,gnis,07/16/2008
357568289,state_id,gnis,32
357568289,county_id,gnis,003
357568289,feature_id,gnis,2473434
357568292,ele,regular,541
357568292,name,regular,Poe 61 Post Office
357568292,amenity,regular,post_office
357568292,created,gnis,07/16/2008
357568292,state_id,gnis,32
357568292,county_id,gnis,003
357568292,feature_id,gnis,2473435
357568295,ele,regular,605
357568295,name,regular,Poe 62 Post Office
357568295,amenity,regular,post_office
357568295,created,gnis,07/16/2008
357568295,state_id,gnis,32
357568295,county_id,gnis,003
357568295,feature_id,gnis,2473436
357568298,ele,regular,744
357568298,name,regular,Poe 64 Post Office
357568298,amenity,regular,post_office
357568298,created,gnis,07/16/2008
357568298,state_id,gnis,32
357568298,county_id,gnis,003
357568298,feature_id,gnis,2473437
357568302,ele,regular,695
357568302,name,regular,Poe 65 Post Office
357568302,amenity,regular,post_office
357568302,created,gnis,07/16/2008
357568302,state_id,gnis,32
357568302,county_id,gnis,003
357568302,feature_id,gnis,2473438
357568308,ele,regular,720
357568308,name,regular,Red Rock Vista Post Office
357568308,amenity,regular,post_office
357568308,created,gnis,07/16/2008
357568308,state_id,gnis,32
357568308,opening_hours,regular,24/7
357568308,county_id,gnis,003
357568308,feature_id,gnis,2473440
357568320,ele,regular,839
357568320,name,regular,Summerlin Post Office
357568320,amenity,regular,post_office
357568320,created,gnis,07/16/2008
357568320,state_id,gnis,32
357568320,county_id,gnis,003
357568320,feature_id,gnis,2473444
357568327,ele,regular,675
357568327,name,regular,Topaz Post Office
357568327,amenity,regular,post_office
357568327,created,gnis,07/16/2008
357568327,state_id,gnis,32
357568327,county_id,gnis,003
357568327,feature_id,gnis,2473446
357568330,ele,regular,655
357568330,name,regular,Valle Verde Post Office
357568330,amenity,regular,post_office
357568330,created,gnis,07/16/2008
357568330,state_id,gnis,32
357568330,county_id,gnis,003
357568330,feature_id,gnis,2473447
357568333,ele,regular,524
357568333,name,regular,Winterwood Post Office
357568333,amenity,regular,post_office
357568333,created,gnis,07/16/2008
357568333,state_id,gnis,32
357568333,county_id,gnis,003
357568333,feature_id,gnis,2473448
357568343,ele,regular,714
357568343,name,regular,Christ Lutheran Childrens Center and Preschool
